Date,btc_price_usd,eth_price_usd,bnb_price_usd,sol_price_usd,xrp_price_usd,btc_daily_return,eth_daily_return,bnb_daily_return,sol_daily_return,xrp_daily_return,btc_price_indexed,eth_price_indexed,bnb_price_indexed,sol_price_indexed,xrp_price_indexed,month,quarter,year,btc_return_direction,eth_return_direction,bnb_return_direction,sol_return_direction,xrp_return_direction
2025-06-12,108679.9760916168,2776.1371915822333,667.7388930109494,161.01986639557893,2.2701428874939213,-0.0139072536758477,-0.0115242940214068,-0.0085187387018426,-0.0239115568842278,-0.0151293928915215,0.7400907706305013,0.3885732272364413,0.15078480263939534,0.4904044172928945,0.4504060586516808,6,2025Q2,2025,Down,Down,Down,Down,Down
2025-06-13,105979.22902375912,2653.158968452672,656.4804964003403,152.6604566097001,2.1954298391805,-0.0248504569561274,-0.0442983234050731,-0.0168604775436145,-0.0519153938765679,-0.0329111655151801,0.6964739261080858,0.3519492903852142,0.1359382386822205,0.4411775195203163,0.41847988802178354,6,2025Q2,2025,Down,Down,Down,Down,Down
2025-06-14,106045.56440819205,2577.04861752583,654.9095462616511,148.53042859104298,2.148866270593598,0.0006259281657732,-0.0286866907832626,-0.0023929882872424,-0.027053685744018,-0.0212093175358694,0.6975452371477533,0.3292829953686346,0.13386661049978443,0.41685660784354245,0.39858247425804466,6,2025Q2,2025,Up,Down,Down,Down,Down
2025-06-15,105482.90611628916,2534.070219535952,645.8086677048335,144.75154594223267,2.141891800480294,-0.0053058163728287,-0.0166773718189069,-0.0138963901332133,-0.0254418080164228,-0.0032456510713334,0.6884583516969647,0.31648367127781646,0.12186518789641392,0.39460352124862585,0.39560216321577024,6,2025Q2,2025,Down,Down,Down,Down,Down
2025-06-16,105554.49383061715,2547.845604092044,648.2042600997396,152.684889859998,2.166318490313782,0.0006786664964373,0.0054360705752718,0.0037094460243463,0.0548066265277151,0.0114042594625978,0.6896144874353757,0.3205860952781386,0.12502428034415908,0.4413214020605285,0.4060401079275968,6,2025Q2,2025,Up,Up,Up,Up,Up
2025-06-17,106951.2720181497,2561.329843569428,651.4813571171453,151.43554856186984,2.255537416572947,0.0132327685619331,0.0052924084001508,0.0050556548593208,-0.0081824815754443,0.0411845841957625,0.7121723410614965,0.32460181385447745,0.12934582204725853,0.43396428021325323,0.4441648897089158,6,2025Q2,2025,Up,Up,Up,Down,Up
2025-06-18,104683.42479835715,2514.986700576147,648.799470473488,147.99188434299543,2.1632317759396997,-0.0212044903907986,-0.0180933912551839,-0.0041165976805919,-0.0227401310430587,-0.0409240121467355,0.6755467937218312,0.3108004407391318,0.12580919041505692,0.4136852281261095,0.4047211017831908,6,2025Q2,2025,Down,Down,Down,Down,Down
2025-06-19,104722.695052907,2521.3334233964915,643.7728727892951,146.27697674399295,2.1686830671349613,0.0003751334523636,0.002523561185787,-0.0077475366626371,-0.0115878489324989,0.0025199755550437,0.676181005124832,0.3126905475390947,0.11918056410293776,0.4035864791440798,0.4070505322746772,6,2025Q2,2025,Up,Up,Down,Down,Up
2025-06-20,104690.65002458123,2522.1791903642184,644.3626647131019,147.09924520457085,2.166239439916603,-0.000305998888871,0.0003354443168359,0.000916149077937,0.0056213115616752,-0.0011267793138562,0.6756634805351228,0.3129424239707801,0.11995832880790225,0.4084286541884066,0.4060063283331931,6,2025Q2,2025,Down,Up,Up,Up,Down
2025-06-21,103290.105144757,2405.695434213183,641.4660754156638,140.04009054961782,2.1201128146436803,-0.013377936611296,-0.0461837749657328,-0.004495277979409,-0.047989061025676,-0.021293410332654,0.6530447951361916,0.27825259335764135,0.11613856656737509,0.36685869967472684,0.38629562796306616,6,2025Q2,2025,Down,Down,Down,Down,Down
2025-06-22,101532.5683847329,2270.581996055585,626.5687672231079,133.71000196412658,2.044379922195215,-0.0170155384928787,-0.056163983285685,-0.0232238441961293,-0.0452019743821032,-0.0357211615935605,0.6246607200346277,0.23801468862207875,0.09649333230176863,0.3295820699040783,0.35393366039265683,6,2025Q2,2025,Down,Down,Down,Down,Down
2025-06-23,100852.58264648831,2227.4287266371684,615.9200839908369,131.8134744866569,2.013512764553698,-0.0066972179376764,-0.0190053781336158,-0.0169952346642889,-0.0141838863930201,-0.0150985427446246,0.613679005909876,0.2251632863665832,0.0824508036775214,0.3184137976638545,0.3407435930085908,6,2025Q2,2025,Down,Down,Down,Down,Down
2025-06-24,105511.62437933136,2423.899644268608,640.2543180324582,144.7815680115998,2.1640075102022664,0.0461965535297599,0.0882052544630951,0.0395087523107677,0.0983821538385716,0.0747423847009611,0.6889221492991071,0.28367395839715703,0.11454060958357261,0.39478031523020024,0.4050525863764344,6,2025Q2,2025,Up,Up,Up,Up,Up
2025-06-25,105976.06929808448,2446.539301545049,643.4133640920619,145.8019507474219,2.189036861724857,0.0044018364941798,0.0093401792974281,0.0049340488156512,0.0070477392242385,0.0115662036312669,0.6964228967965577,0.29041623647961284,0.11870647626865383,0.40078914574716684,0.41574805879396604,6,2025Q2,2025,Up,Up,Up,Up,Up
2025-06-26,107238.53045016268,2417.2267855277296,645.8665732235779,143.37011953879949,2.1839169388853152,0.0119127002958301,-0.0119812160788947,0.0038128041293916,-0.0166790032379962,-0.0023388929300656,0.7168115412724225,0.28168672560972585,0.12194154850239063,0.3864685765475035,0.4135602277005082,6,2025Q2,2025,Up,Down,Up,Down,Down
2025-06-27,106984.01253775664,2415.031864876594,642.4572030728536,138.97799072607012,2.105597069865388,-0.0023733812029841,-0.0009080325703308,-0.0052787530614997,-0.0306348967752708,-0.0358621097833061,0.7127010977785821,0.2810330599990596,0.11744557685144412,0.36060420554448613,0.3800928005443842,6,2025Q2,2025,Down,Down,Down,Down,Down
2025-06-28,107078.91560644074,2423.0302896731746,645.9995550778237,142.12675809713753,2.140945561649059,0.0008870771102422,0.0033119334419171,0.005513755605863,0.0226565901162991,0.0167878709034918,0.7142337745852178,0.28341505737391703,0.12211691304784854,0.3791466688828676,0.395197819087608,6,2025Q2,2025,Up,Up,Up,Up,Up
2025-06-29,107331.58548463575,2437.133001780241,648.766805209224,150.7812372563586,2.185743305637095,0.0023596604127342,0.0058202789156913,0.0042836718843666,0.0608926797113469,0.0209242798091189,0.7183143724775155,0.2876149622391556,0.12576611439350194,0.43011117137269195,0.4143406656275687,6,2025Q2,2025,Up,Up,Up,Up,Up
2025-06-30,108396.61631317894,2502.6672721177083,655.0764136195659,153.31879559308874,2.208077943964024,0.0099228090569445,0.0268899031319163,0.0097255413804764,0.0168294038628677,0.0102183263100139,0.7355145333563333,0.30713161256432775,0.1340866602091108,0.44505434655297604,0.42388464074676463,6,2025Q2,2025,Up,Up,Up,Up,Up
2025-07-01,107132.79910701896,2488.190781689803,657.0109566115938,154.9374500694811,2.2397868943055363,-0.0116591942548147,-0.005784424717256,0.0029531562300324,0.0105574432027779,0.0143604307212938,0.7151039887178237,0.30282039340888073,0.13663776204469383,0.4545862800841082,0.43743442063061133,7,2025Q3,2025,Down,Down,Up,Up,Up
2025-07-02,105613.39974163056,2405.1045592800183,646.1777891600059,146.84115991278014,2.171453605552325,-0.0141823921157013,-0.0333922233862462,-0.016488564372591,-0.0522552175285587,-0.0305088349819989,0.6905658130862302,0.27807662589211374,0.12235195217393262,0.4069088413546048,0.40823443099446133,7,2025Q3,2025,Down,Down,Down,Down,Down
2025-07-03,108824.44423167944,2574.067718495133,660.0254823640146,152.1680329188485,2.234339504341481,0.0304037602984497,0.0702518975997013,0.0214301596809911,0.0362764296416098,0.0289602774051258,0.7424239192909396,0.32839525886470794,0.1406130483071881,0.4382777345700324,0.4351066572023216,7,2025Q3,2025,Up,Up,Up,Up,Up
2025-07-04,109602.20483914016,2590.132231590221,663.0154690088326,152.28063806980848,2.2565985381225446,0.0071469292855284,0.0062409053886429,0.0045301078893329,0.0007400053007193,0.0099622433107471,0.7549846895663224,0.3331794043676104,0.14455597459489397,0.43894084385608945,0.44461832519864974,7,2025Q3,2025,Up,Up,Up,Up,Up
2025-07-05,108040.8919400104,2509.236345783362,653.1616270479346,147.76302956048175,2.220660517934634,-0.0142452690748443,-0.0312323381873027,-0.0148621599668388,-0.0296663355669403,-0.0159257482360201,0.7297696137887142,0.3090879372938573,0.1315616113692721,0.4123375479343097,0.42926139102823896,7,2025Q3,2025,Down,Down,Down,Down,Down
